id,area,square_feet,num_bedrooms,num_bathrooms,year_built,has_garage,price,age,price_per_sqrt,swimming_ful,garden
82794,Viman Nagar,2875,4,2,1982,No,5697119,43,1981.606609,No,Yes
82795,Hinjewadi,1457,2,3,2013,Yes,7006201,12,4808.648593,No,Yes
82796,Hinjewadi,2715,3,1,2021,No,4508679,4,1660.655249,No,No
82797,Hinjewadi,2233,4,3,2000,Yes,5654760,25,2532.360054,No,Yes
82798,Pimpri-Chinchwad,2856,3,2,1985,No,13828576,40,4841.938375,Yes,Yes
82799,Hinjewadi,1300,3,2,1986,No,12128683,39,9329.756154,Yes,Yes
82800,Viman Nagar,1350,1,1,1984,No,7757760,41,5746.488889,No,Yes
82801,Hinjewadi,1130,1,1,2011,No,14978977,14,13255.73186,Yes,Yes
82802,Viman Nagar,2070,5,1,2020,No,6005203,5,2901.064251,No,Yes
82803,Viman Nagar,980,5,3,2005,Yes,13172558,20,13441.38571,Yes,Yes
82804,Pimpri-Chinchwad,2628,1,3,1992,No,4093002,33,1557.458904,No,No
82805,Kalyani Nagar,3220,3,3,1990,No,12764937,35,3964.266149,Yes,Yes
82806,Pimpri-Chinchwad,2535,5,3,2004,No,10528358,21,4153.198422,Yes,Yes
82807,Pimpri-Chinchwad,974,4,1,1992,Yes,5474690,33,5620.831622,No,Yes
82808,Koregaon Park,2419,3,1,2000,Yes,9189791,25,3799.004134,No,Yes
82809,Hinjewadi,846,5,3,1985,No,8901239,40,10521.5591,No,Yes
82810,Hinjewadi,2539,5,2,1994,Yes,10906222,31,4295.479323,Yes,Yes
82811,Viman Nagar,1151,2,1,1995,Yes,14190562,30,12328.89835,Yes,Yes
82812,Kalyani Nagar,2383,5,2,2006,Yes,6450604,19,2706.925724,No,Yes
82813,Hinjewadi,2242,2,2,2001,Yes,4080114,24,1819.854594,No,No
82814,Hinjewadi,855,5,3,1999,No,14661058,26,17147.43626,Yes,Yes
82815,Kalyani Nagar,1705,3,1,2012,Yes,2499597,13,1466.039296,No,No
82816,Hinjewadi,1102,3,2,1998,No,13868441,27,12584.7922,Yes,Yes
82817,Koregaon Park,971,2,1,2002,No,6126738,23,6309.719876,No,Yes
82818,Hinjewadi,2751,5,3,2008,No,11288380,17,4103.373319,Yes,Yes
82819,Koregaon Park,2798,1,1,1985,No,13200024,40,4717.664046,Yes,Yes
82820,Pimpri-Chinchwad,1583,1,3,1999,No,4078437,26,2576.397347,No,No
82821,Pimpri-Chinchwad,3460,4,3,2016,Yes,5218154,9,1508.136994,No,Yes
82822,Koregaon Park,2708,2,3,2009,No,13674362,16,5049.616691,Yes,Yes
82823,Viman Nagar,2513,3,2,1995,Yes,9457535,30,3763.444091,No,Yes
82824,Koregaon Park,1781,2,2,1983,Yes,6192074,42,3476.740034,No,Yes
82825,Viman Nagar,3253,1,2,2017,Yes,12187652,8,3746.58838,Yes,Yes
82826,Kalyani Nagar,3265,4,1,1999,No,4255641,26,1303.412251,No,No
82827,Kalyani Nagar,1915,2,3,2010,Yes,13694832,15,7151.348303,Yes,Yes
82828,Koregaon Park,844,2,2,1983,No,12007342,42,14226.70853,Yes,Yes
82829,Viman Nagar,947,3,1,1983,Yes,12607557,42,13313.15417,Yes,Yes
82830,Pimpri-Chinchwad,1958,2,3,1982,Yes,12290058,43,6276.842697,Yes,Yes
82831,Koregaon Park,3120,5,3,2008,No,13972744,17,4478.44359,Yes,Yes
82832,Koregaon Park,3066,3,1,2019,No,2459025,6,802.0303327,No,No
82833,Viman Nagar,2158,2,3,1987,No,13088030,38,6064.888786,Yes,Yes
82834,Kalyani Nagar,2966,2,3,2007,No,5830731,18,1965.856709,No,Yes
82835,Pimpri-Chinchwad,1900,3,1,2007,No,7316680,18,3850.884211,No,Yes
82836,Viman Nagar,1528,3,1,1998,No,14934462,27,9773.862565,Yes,Yes
82837,Viman Nagar,2350,1,2,2021,Yes,8524982,4,3627.651915,No,Yes
82838,Pimpri-Chinchwad,2264,1,1,2000,No,9214535,25,4070.024293,No,Yes
82839,Koregaon Park,2867,3,3,2006,Yes,10125838,19,3531.858389,Yes,Yes
82840,Koregaon Park,2810,4,3,1984,No,3575542,41,1272.434875,No,No
82841,Hinjewadi,983,5,3,1995,Yes,11563163,30,11763.13632,Yes,Yes
82842,Pimpri-Chinchwad,1015,2,3,2019,Yes,12589592,6,12403.53892,Yes,Yes
82843,Viman Nagar,2558,3,1,1986,Yes,14608536,39,5710.921032,Yes,Yes
82844,Hinjewadi,2112,1,1,2005,Yes,10398114,20,4923.349432,Yes,Yes
82845,Hinjewadi,2859,2,1,2023,No,13221704,2,4624.590416,Yes,Yes
82846,Hinjewadi,1451,2,2,2006,No,5493270,19,3785.851137,No,Yes
82847,Koregaon Park,1511,1,3,1992,Yes,14108630,33,9337.279947,Yes,Yes
82848,Kalyani Nagar,2022,2,3,1990,Yes,10178689,35,5033.970821,Yes,Yes
82849,Hinjewadi,1900,4,3,2019,No,4687835,6,2467.281579,No,No
82850,Viman Nagar,1775,1,3,1994,No,7844071,31,4419.19493,No,Yes
82851,Koregaon Park,2704,4,3,1980,No,14467952,45,5350.573964,Yes,Yes
82852,Kalyani Nagar,2722,4,1,1991,No,4334813,34,1592.510287,No,No
82853,Kalyani Nagar,1505,5,2,2010,No,14312209,15,9509.773422,Yes,Yes
82854,Hinjewadi,1436,2,2,1988,Yes,12492997,37,8699.858635,Yes,Yes
82855,Hinjewadi,3157,4,2,1986,No,7208308,39,2283.277795,No,Yes
82856,Koregaon Park,2623,4,1,2002,No,5942938,23,2265.702631,No,Yes
82857,Hinjewadi,3431,3,2,1989,No,8260454,36,2407.593704,No,Yes
82858,Koregaon Park,926,5,1,2014,No,13722657,11,14819.28402,Yes,Yes
82859,Kalyani Nagar,3066,5,2,1983,Yes,11790291,42,3845.496086,Yes,Yes
82860,Viman Nagar,3328,5,3,2020,Yes,14250891,5,4282.11869,Yes,Yes
82861,Viman Nagar,2620,2,1,1991,Yes,8946032,34,3414.516031,No,Yes
82862,Pimpri-Chinchwad,2786,1,1,2004,Yes,11346258,21,4072.59799,Yes,Yes
82863,Pimpri-Chinchwad,897,2,2,2004,No,7317436,21,8157.6767,No,Yes
82864,Pimpri-Chinchwad,1840,2,1,2009,Yes,7987561,16,4341.065761,No,Yes
82865,Viman Nagar,2350,5,2,2008,No,12103726,17,5150.521702,Yes,Yes
82866,Hinjewadi,1937,1,1,2016,Yes,8650069,9,4465.704182,No,Yes
82867,Koregaon Park,2931,1,1,1985,Yes,11180478,40,3814.560901,Yes,Yes
82868,Viman Nagar,3081,5,2,1992,No,6451756,33,2094.046089,No,Yes
82869,Pimpri-Chinchwad,2883,3,2,1990,No,4978103,35,1726.709331,No,No
82870,Pimpri-Chinchwad,2008,4,1,2012,Yes,6362866,13,3168.757968,No,Yes
82871,Hinjewadi,821,1,3,1980,Yes,11757958,45,14321.50792,Yes,Yes
82872,Pimpri-Chinchwad,1863,3,2,1981,Yes,9149683,44,4911.263017,No,Yes
82873,Pimpri-Chinchwad,866,5,2,2009,No,6983534,16,8064.127021,No,Yes
82874,Koregaon Park,1513,3,3,2020,No,4714533,5,3116.016523,No,No
82875,Hinjewadi,1438,3,2,2008,Yes,2888252,17,2008.520167,No,No
82876,Kalyani Nagar,3308,1,3,2009,No,11007674,16,3327.591898,Yes,Yes
82877,Kalyani Nagar,3337,1,1,1980,No,4310602,45,1291.759664,No,No
82878,Pimpri-Chinchwad,3322,3,2,1987,No,8963338,38,2698.175196,No,Yes
82879,Pimpri-Chinchwad,2278,2,3,1996,Yes,12130400,29,5325.021949,Yes,Yes
82880,Koregaon Park,898,3,3,2013,No,12396934,12,13805.049,Yes,Yes
82881,Kalyani Nagar,2855,1,3,1981,No,8595920,44,3010.830123,No,Yes
82882,Hinjewadi,2879,2,2,1997,No,11081358,28,3849.030219,Yes,Yes
82883,Hinjewadi,2197,2,2,1993,Yes,7923164,32,3606.35594,No,Yes
82884,Viman Nagar,1092,2,3,2000,Yes,14110509,25,12921.71154,Yes,Yes
82885,Viman Nagar,2857,5,1,1998,No,3611141,27,1263.962548,No,No
82886,Hinjewadi,2693,2,3,2017,Yes,3877998,8,1440.028964,No,No
82887,Viman Nagar,1644,5,1,1983,No,9555554,42,5812.380779,No,Yes
82888,Koregaon Park,3241,5,3,2023,Yes,14529847,2,4483.136995,Yes,Yes
82889,Pimpri-Chinchwad,3375,3,3,2003,Yes,2225637,22,659.448,No,No
82890,Hinjewadi,2755,1,2,1993,Yes,8491667,32,3082.274773,No,Yes
82891,Kalyani Nagar,2306,5,2,2012,No,7379642,13,3200.191674,No,Yes
82892,Kalyani Nagar,2814,4,1,2018,Yes,8418330,7,2991.588486,No,Yes
82893,Hinjewadi,3367,4,3,2016,No,4569670,9,1357.193347,No,No
82894,Viman Nagar,1099,1,2,2012,Yes,3579606,13,3257.148317,No,No
82895,Viman Nagar,2657,5,3,2001,No,7069429,24,2660.680843,No,Yes
82896,Hinjewadi,3437,3,3,1990,No,14867431,35,4325.700029,Yes,Yes
82897,Hinjewadi,3030,3,3,1990,Yes,3048883,35,1006.232013,No,No
82898,Hinjewadi,2289,4,2,2004,Yes,5314794,21,2321.884666,No,Yes
82899,Koregaon Park,934,2,1,2003,Yes,13879504,22,14860.28266,Yes,Yes
82900,Kalyani Nagar,2092,4,2,2018,Yes,5908861,7,2824.503346,No,Yes
82901,Koregaon Park,1832,3,3,2001,Yes,11445817,24,6247.716703,Yes,Yes
82902,Koregaon Park,3310,4,3,1988,No,13312356,37,4021.859819,Yes,Yes
82903,Pimpri-Chinchwad,3048,2,3,2010,No,4220956,15,1384.828084,No,No
82904,Koregaon Park,1635,3,3,1980,No,4842252,45,2961.622018,No,No
82905,Kalyani Nagar,2468,1,3,2011,Yes,5994871,14,2429.040113,No,Yes
82906,Viman Nagar,1159,1,3,2016,No,9941102,9,8577.30975,No,Yes
82907,Kalyani Nagar,3433,2,1,1991,No,8851914,34,2578.477716,No,Yes
82908,Hinjewadi,2867,4,3,1990,Yes,13783440,35,4807.617719,Yes,Yes
82909,Hinjewadi,1308,1,1,2014,No,6956383,11,5318.335627,No,Yes
82910,Hinjewadi,2993,1,2,2015,Yes,10290686,10,3438.251253,Yes,Yes
82911,Koregaon Park,2513,1,1,2021,Yes,13217330,4,5259.582173,Yes,Yes
82912,Pimpri-Chinchwad,2005,3,3,2010,No,12655634,15,6312.036908,Yes,Yes
82913,Viman Nagar,3192,3,1,2004,No,8507449,21,2665.240915,No,Yes
82914,Koregaon Park,913,2,2,2022,Yes,2181142,3,2388.983571,No,No
82915,Hinjewadi,2834,5,1,1990,Yes,11450735,35,4040.48518,Yes,Yes
82916,Kalyani Nagar,3155,4,1,1983,Yes,2238275,42,709.437401,No,No
82917,Hinjewadi,1099,3,1,1992,Yes,3077225,33,2800.022748,No,No
82918,Kalyani Nagar,1457,3,1,2020,Yes,2063105,5,1415.995196,No,No
82919,Viman Nagar,2044,4,2,2010,No,4036463,15,1974.786204,No,No
82920,Hinjewadi,1829,5,3,1999,Yes,9234348,26,5048.850738,No,Yes
82921,Viman Nagar,1503,4,2,1993,No,12858151,32,8554.990685,Yes,Yes
82922,Hinjewadi,2033,3,2,1992,No,8605715,33,4233.012789,No,Yes
82923,Hinjewadi,1704,3,1,2007,No,10092804,18,5923.007042,Yes,Yes
82924,Kalyani Nagar,2046,3,1,2007,No,4914382,18,2401.946237,No,No
82925,Pimpri-Chinchwad,3322,4,1,2012,No,4314804,13,1298.857315,No,No
82926,Kalyani Nagar,3294,5,1,1999,Yes,8549963,26,2595.617183,No,Yes
82927,Koregaon Park,2572,3,2,2014,Yes,14361652,11,5583.846034,Yes,Yes
82928,Viman Nagar,1562,2,2,2006,No,13157445,19,8423.460307,Yes,Yes
82929,Viman Nagar,2345,2,1,1993,No,2605210,32,1110.963753,No,No
82930,Pimpri-Chinchwad,1989,5,1,2008,No,3668305,17,1844.296129,No,No
82931,Hinjewadi,1328,3,1,1994,Yes,2597591,31,1956.017319,No,No
82932,Viman Nagar,3206,1,1,1981,No,5874591,44,1832.373986,No,Yes
82933,Pimpri-Chinchwad,2911,5,2,1993,Yes,14834122,32,5095.885263,Yes,Yes
82934,Koregaon Park,1076,3,2,2016,No,9168047,9,8520.489777,No,Yes
82935,Viman Nagar,1016,1,2,1990,No,3522483,35,3467.010827,No,No
82936,Koregaon Park,2297,2,2,2016,No,9027158,9,3929.977362,No,Yes
82937,Kalyani Nagar,1195,3,1,1995,Yes,8599339,30,7196.099582,No,Yes
82938,Viman Nagar,2145,2,2,2006,No,4614813,19,2151.427972,No,No
82939,Viman Nagar,2135,2,2,2019,No,10244321,6,4798.276815,Yes,Yes
82940,Hinjewadi,2415,2,3,1989,Yes,5589482,36,2314.4853,No,Yes
82941,Koregaon Park,2145,2,1,2011,No,10977432,14,5117.683916,Yes,Yes
82942,Kalyani Nagar,1150,2,3,2010,Yes,2666777,15,2318.936522,No,No
82943,Pimpri-Chinchwad,2099,1,3,2010,No,9820542,15,4678.676513,No,Yes
82944,Kalyani Nagar,801,1,2,1990,Yes,4808934,35,6003.662921,No,No
82945,Viman Nagar,2771,1,1,1989,Yes,7154811,36,2582.032118,No,Yes
82946,Koregaon Park,2309,1,2,1982,Yes,14945669,43,6472.788653,Yes,Yes
82947,Viman Nagar,3082,1,1,2014,No,13858892,11,4496.720311,Yes,Yes
82948,Pimpri-Chinchwad,2585,2,3,2015,Yes,14565049,10,5634.448356,Yes,Yes
82949,Pimpri-Chinchwad,1963,2,3,2008,No,5831645,17,2970.781966,No,Yes
82950,Viman Nagar,3096,5,1,2007,No,7392488,18,2387.754522,No,Yes
82951,Viman Nagar,2535,2,3,2023,No,13704905,2,5406.274162,Yes,Yes
82952,Viman Nagar,1399,2,3,2004,Yes,13836008,21,9889.927091,Yes,Yes
82953,Koregaon Park,869,3,3,2017,No,11702943,8,13467.13809,Yes,Yes
82954,Hinjewadi,2076,4,1,1984,Yes,2396387,41,1154.328998,No,No
82955,Pimpri-Chinchwad,2846,3,1,2005,Yes,5161380,20,1813.555868,No,Yes
82956,Koregaon Park,1100,4,1,1983,Yes,9088000,42,8261.818182,No,Yes
82957,Pimpri-Chinchwad,1280,2,3,1997,Yes,10999254,28,8593.167188,Yes,Yes
82958,Viman Nagar,2220,2,3,1995,Yes,9766765,30,4399.443694,No,Yes
82959,Pimpri-Chinchwad,1732,4,2,1999,Yes,4179088,26,2412.86836,No,No
82960,Kalyani Nagar,2924,2,1,1987,Yes,2835086,38,969.5916553,No,No
82961,Pimpri-Chinchwad,1840,4,3,2000,No,12426491,25,6753.527717,Yes,Yes
82962,Kalyani Nagar,2874,1,3,1998,No,6564470,27,2284.088379,No,Yes
82963,Koregaon Park,2100,2,1,2001,No,8942129,24,4258.156667,No,Yes
82964,Koregaon Park,1959,1,1,1986,Yes,10659849,39,5441.474732,Yes,Yes
82965,Kalyani Nagar,2206,2,1,2020,Yes,13515673,5,6126.778332,Yes,Yes
82966,Pimpri-Chinchwad,3167,5,2,1996,No,14861729,29,4692.683612,Yes,Yes
82967,Koregaon Park,2810,1,3,2012,Yes,8842506,13,3146.799288,No,Yes
82968,Pimpri-Chinchwad,2064,3,1,1981,Yes,12691982,44,6149.216085,Yes,Yes
82969,Hinjewadi,2200,2,2,2023,Yes,3388516,2,1540.234545,No,No
82970,Hinjewadi,2051,3,2,1981,No,5303849,44,2585.98196,No,Yes
82971,Kalyani Nagar,2118,5,3,2005,Yes,3431583,20,1620.199717,No,No
82972,Kalyani Nagar,1055,3,1,1980,Yes,2872067,45,2722.338389,No,No
82973,Pimpri-Chinchwad,3476,2,3,1990,Yes,12146840,35,3494.487917,Yes,Yes
82974,Hinjewadi,1041,5,3,2020,No,12152875,5,11674.23151,Yes,Yes
82975,Hinjewadi,3115,4,2,2002,Yes,4088589,23,1312.548636,No,No
82976,Kalyani Nagar,2556,4,3,1982,No,8435128,43,3300.128326,No,Yes
82977,Viman Nagar,1381,4,3,1989,No,5847170,36,4234.011586,No,Yes
82978,Pimpri-Chinchwad,1438,5,3,1994,Yes,3994155,31,2777.576495,No,No
82979,Pimpri-Chinchwad,3468,2,1,2012,No,13672710,13,3942.534602,Yes,Yes
82980,Koregaon Park,2552,2,3,2004,No,8854132,21,3469.487461,No,Yes
82981,Kalyani Nagar,2207,2,1,2000,No,2418338,25,1095.758043,No,No
82982,Koregaon Park,2010,5,3,1983,No,10983554,42,5464.454726,Yes,Yes
82983,Viman Nagar,2950,1,2,1995,Yes,9595756,30,3252.798644,No,Yes
82984,Koregaon Park,3300,4,3,1990,Yes,6904306,35,2092.213939,No,Yes
82985,Viman Nagar,2479,1,3,2022,No,5219525,3,2105.496168,No,Yes
82986,Koregaon Park,1812,1,2,1998,Yes,5892665,27,3252.022627,No,Yes
82987,Kalyani Nagar,2439,1,3,1999,No,6210581,26,2546.363674,No,Yes
82988,Viman Nagar,2100,2,3,2000,No,10683652,25,5087.453333,Yes,Yes
82989,Pimpri-Chinchwad,2606,3,2,1999,Yes,6876014,26,2638.53185,No,Yes
82990,Kalyani Nagar,2566,4,2,1994,Yes,9054570,31,3528.671083,No,Yes
82991,Kalyani Nagar,1523,2,3,2016,No,5672096,9,3724.29153,No,Yes
82992,Hinjewadi,1609,4,3,2016,Yes,3753340,9,2332.715973,No,No
82993,Pimpri-Chinchwad,1866,2,1,2007,Yes,13901104,18,7449.6806,Yes,Yes
82994,Koregaon Park,2589,5,2,2017,Yes,4363067,8,1685.232522,No,No
82995,Kalyani Nagar,2803,2,2,2012,Yes,14446365,13,5153.894042,Yes,Yes
82996,Koregaon Park,1118,5,3,2007,Yes,14656538,18,13109.60465,Yes,Yes
82997,Kalyani Nagar,2334,1,2,1981,Yes,9972398,44,4272.664096,No,Yes
82998,Pimpri-Chinchwad,2902,3,1,2022,Yes,9535640,3,3285.885596,No,Yes
82999,Kalyani Nagar,3162,3,1,2009,Yes,6346156,16,2007.006958,No,Yes
83000,Koregaon Park,1677,1,3,1986,Yes,3206857,39,1912.258199,No,No
83001,Koregaon Park,1802,1,3,2008,No,9013275,17,5001.817425,No,Yes
83002,Pimpri-Chinchwad,2810,3,2,2006,Yes,2609492,19,928.6448399,No,No
83003,Koregaon Park,1822,2,3,2003,No,9191430,22,5044.692645,No,Yes
83004,Viman Nagar,2959,2,2,1990,No,9108156,35,3078.119635,No,Yes
83005,Kalyani Nagar,975,5,1,2020,No,5923654,5,6075.542564,No,Yes
83006,Viman Nagar,3491,1,1,2018,Yes,14989067,7,4293.631338,Yes,Yes
83007,Hinjewadi,1278,2,2,2014,No,3035383,11,2375.104069,No,No
83008,Hinjewadi,1113,2,3,2013,No,10632785,12,9553.265948,Yes,Yes
83009,Kalyani Nagar,2030,2,1,2006,Yes,2106290,19,1037.581281,No,No
83010,Koregaon Park,2106,3,3,1985,Yes,6488067,40,3080.753561,No,Yes
83011,Pimpri-Chinchwad,1082,4,1,2013,No,3612541,12,3338.762477,No,No
83012,Hinjewadi,2581,1,2,1982,Yes,14305832,43,5542.747772,Yes,Yes
83013,Koregaon Park,1236,1,2,1984,Yes,4053226,41,3279.309061,No,No
83014,Pimpri-Chinchwad,3195,5,1,1980,No,11190354,45,3502.458216,Yes,Yes
83015,Kalyani Nagar,3260,3,2,2017,No,8543548,8,2620.720245,No,Yes
83016,Koregaon Park,1094,3,3,1986,No,2633237,39,2406.980804,No,No
83017,Viman Nagar,3069,2,1,1994,Yes,4153755,31,1353.455523,No,No
83018,Kalyani Nagar,2617,1,1,1987,No,7773301,38,2970.309897,No,Yes
83019,Hinjewadi,3354,4,1,2000,No,6245566,25,1862.124627,No,Yes
83020,Kalyani Nagar,1261,4,2,1996,No,4520891,29,3585.163362,No,No
83021,Kalyani Nagar,2447,1,1,2007,No,3222239,18,1316.812015,No,No
83022,Pimpri-Chinchwad,1194,4,2,2000,No,3159417,25,2646.077889,No,No
83023,Hinjewadi,2716,5,2,2002,Yes,2086687,23,768.2941826,No,No
83024,Pimpri-Chinchwad,1703,4,3,1993,Yes,6532247,32,3835.729301,No,Yes
83025,Kalyani Nagar,3372,3,3,2011,Yes,4780094,14,1417.584223,No,No
83026,Koregaon Park,1426,1,3,1982,No,6544854,43,4589.659187,No,Yes
83027,Viman Nagar,2964,3,1,1990,Yes,4108050,35,1385.981781,No,No
83028,Viman Nagar,3214,2,2,1986,No,7542411,39,2346.736465,No,Yes
83029,Pimpri-Chinchwad,2001,3,2,1998,Yes,14337332,27,7165.083458,Yes,Yes
83030,Koregaon Park,2272,4,3,2023,No,4553358,2,2004.118838,No,No
83031,Viman Nagar,2890,1,3,1996,Yes,6151866,29,2128.673356,No,Yes
83032,Koregaon Park,2437,4,2,1983,No,11345697,42,4655.599918,Yes,Yes
83033,Pimpri-Chinchwad,2215,5,3,1994,No,2878963,31,1299.757562,No,No
83034,Hinjewadi,1728,2,3,2019,Yes,11827618,6,6844.686343,Yes,Yes
83035,Koregaon Park,1751,1,1,2005,No,6125697,20,3498.3992,No,Yes
83036,Koregaon Park,2994,1,2,2002,Yes,11060831,23,3694.332331,Yes,Yes
83037,Hinjewadi,1403,4,1,1995,No,5883197,30,4193.297933,No,Yes
83038,Kalyani Nagar,3198,3,2,1983,No,6820897,42,2132.863352,No,Yes
83039,Kalyani Nagar,1460,2,3,1999,No,7354456,26,5037.29863,No,Yes
83040,Kalyani Nagar,1589,5,3,1986,Yes,6806443,39,4283.475771,No,Yes
83041,Pimpri-Chinchwad,1430,4,2,2010,No,11867025,15,8298.618881,Yes,Yes
83042,Kalyani Nagar,1845,4,2,1986,No,9581681,39,5193.323035,No,Yes
83043,Pimpri-Chinchwad,1490,3,1,2003,Yes,3821863,22,2565.008725,No,No
83044,Hinjewadi,3408,1,3,2009,Yes,5262732,16,1544.228873,No,Yes
83045,Koregaon Park,2343,2,2,1985,Yes,7963454,40,3398.827998,No,Yes
83046,Viman Nagar,1123,1,2,1992,Yes,6442054,33,5736.468388,No,Yes
83047,Viman Nagar,1028,4,1,2018,No,12738038,7,12391.08755,Yes,Yes
83048,Pimpri-Chinchwad,2159,3,1,1980,No,9367822,45,4338.963409,No,Yes
83049,Pimpri-Chinchwad,2140,2,2,2016,No,3572210,9,1669.257009,No,No
83050,Koregaon Park,1662,1,2,1989,No,14318204,36,8615.044525,Yes,Yes
83051,Hinjewadi,1300,3,3,1999,Yes,10372254,26,7978.656923,Yes,Yes
83052,Koregaon Park,2450,2,1,2007,Yes,8882938,18,3625.68898,No,Yes
83053,Pimpri-Chinchwad,3445,3,1,2017,No,9430140,8,2737.341074,No,Yes
83054,Koregaon Park,1965,3,2,2007,Yes,3400199,18,1730.38117,No,No
83055,Pimpri-Chinchwad,2533,1,1,2007,Yes,2672618,18,1055.119621,No,No
83056,Viman Nagar,2206,4,2,2018,No,7373712,7,3342.57117,No,Yes
83057,Koregaon Park,3215,5,2,1988,Yes,10039977,37,3122.854432,Yes,Yes
83058,Hinjewadi,2051,4,1,1986,No,10154561,39,4951.029254,Yes,Yes
83059,Viman Nagar,1726,5,2,1993,No,6065630,32,3514.269988,No,Yes
83060,Hinjewadi,1393,3,2,2000,No,6422248,25,4610.371859,No,Yes
83061,Hinjewadi,2080,5,3,2021,No,10611360,4,5101.615385,Yes,Yes
83062,Pimpri-Chinchwad,2121,1,2,2012,No,6705644,13,3161.548326,No,Yes
83063,Hinjewadi,973,5,1,2014,Yes,10265476,11,10550.33505,Yes,Yes
83064,Kalyani Nagar,1888,4,2,2022,No,4463255,3,2364.012182,No,No
83065,Hinjewadi,2558,4,2,1999,No,6535151,26,2554.789289,No,Yes
83066,Koregaon Park,1049,3,1,2019,Yes,14359540,6,13688.78932,Yes,Yes
83067,Pimpri-Chinchwad,2874,2,2,2008,No,6869109,17,2390.086639,No,Yes
83068,Pimpri-Chinchwad,1389,2,2,2001,No,14120080,24,10165.64435,Yes,Yes
83069,Kalyani Nagar,858,3,1,1995,No,4270871,30,4977.705128,No,No
83070,Pimpri-Chinchwad,2593,3,1,1989,Yes,7529430,36,2903.75241,No,Yes
83071,Pimpri-Chinchwad,2986,4,1,2002,Yes,6470388,23,2166.908238,No,Yes
83072,Viman Nagar,1940,3,2,1983,Yes,13512637,42,6965.276804,Yes,Yes
83073,Viman Nagar,1983,3,3,2003,Yes,5231753,22,2638.302068,No,Yes
83074,Viman Nagar,3025,4,3,2008,Yes,7547514,17,2495.04595,No,Yes
83075,Kalyani Nagar,3426,1,2,2010,Yes,12421253,15,3625.584647,Yes,Yes
83076,Pimpri-Chinchwad,956,2,3,2010,Yes,9793012,15,10243.7364,No,Yes
83077,Pimpri-Chinchwad,2322,4,3,1987,No,3135146,38,1350.192076,No,No
83078,Pimpri-Chinchwad,1623,1,2,2015,No,2613883,10,1610.52557,No,No
83079,Hinjewadi,2738,2,1,1994,Yes,7925108,31,2894.487947,No,Yes
83080,Pimpri-Chinchwad,3488,3,2,1997,Yes,5238509,28,1501.866112,No,Yes
83081,Pimpri-Chinchwad,3413,2,2,2019,No,11440677,6,3352.088192,Yes,Yes
83082,Koregaon Park,1745,5,2,2013,No,13462806,12,7715.075072,Yes,Yes
83083,Koregaon Park,1413,2,1,1992,Yes,3360502,33,2378.274593,No,No
83084,Pimpri-Chinchwad,2359,1,2,2005,No,13271546,20,5625.920305,Yes,Yes
83085,Hinjewadi,1026,3,1,2021,Yes,8279013,4,8069.21345,No,Yes
83086,Hinjewadi,3173,5,1,2015,No,8085748,10,2548.29751,No,Yes
83087,Kalyani Nagar,1945,2,1,2004,Yes,13582490,21,6983.285347,Yes,Yes
83088,Kalyani Nagar,2261,3,2,1988,No,4483338,37,1982.900487,No,No
83089,Pimpri-Chinchwad,2348,3,2,1997,No,7685856,28,3273.362862,No,Yes
83090,Viman Nagar,3440,4,1,2021,No,14460424,4,4203.611628,Yes,Yes
83091,Hinjewadi,2233,1,3,2008,Yes,11003327,17,4927.598298,Yes,Yes
83092,Viman Nagar,3133,3,2,1987,Yes,4103492,38,1309.764443,No,No
83093,Kalyani Nagar,3203,3,3,2004,Yes,13428870,21,4192.591321,Yes,Yes
83094,Hinjewadi,941,4,2,2006,No,4184629,19,4447.002125,No,No
83095,Viman Nagar,3318,3,3,1981,Yes,12640599,44,3809.70434,Yes,Yes
83096,Pimpri-Chinchwad,3036,1,3,2018,Yes,6256854,7,2060.887352,No,Yes
83097,Viman Nagar,1732,5,1,2001,No,8440223,24,4873.107968,No,Yes
83098,Kalyani Nagar,1662,2,3,1980,Yes,7749435,45,4662.716606,No,Yes
83099,Hinjewadi,824,2,1,2012,Yes,6242179,13,7575.459951,No,Yes
83100,Hinjewadi,1663,2,2,2012,No,9894181,13,5949.597715,No,Yes
83101,Hinjewadi,1182,3,1,2012,No,10263377,13,8683.060068,Yes,Yes
83102,Pimpri-Chinchwad,2413,4,3,1994,No,4449882,31,1844.128471,No,No
83103,Hinjewadi,2566,1,2,2008,No,10622634,17,4139.763835,Yes,Yes
83104,Viman Nagar,1867,5,2,2007,No,13871916,18,7430.056776,Yes,Yes
83105,Koregaon Park,1525,3,1,2008,Yes,10980785,17,7200.514754,Yes,Yes
83106,Koregaon Park,2833,5,3,1994,Yes,7056973,31,2490.989411,No,Yes
83107,Pimpri-Chinchwad,871,2,3,1991,Yes,11471091,34,13170.02411,Yes,Yes
83108,Viman Nagar,2513,2,1,1988,Yes,7847414,37,3122.727417,No,Yes
83109,Pimpri-Chinchwad,2721,4,3,2007,Yes,11145861,18,4096.237045,Yes,Yes
83110,Koregaon Park,809,3,1,2008,No,12521219,17,15477.40297,Yes,Yes
83111,Hinjewadi,2712,3,2,1983,No,8913270,42,3286.603982,No,Yes
83112,Koregaon Park,2051,2,3,2007,Yes,12416621,18,6053.935154,Yes,Yes
83113,Koregaon Park,1345,3,3,1996,No,3233739,29,2404.266914,No,No
